0	0	4.0	1370044800
0	4961	5.0	1345334400
0	391	4.0	1356307200
0	6151	4.0	1373587200
0	7129	5.0	1391558400
0	1115	5.0	1362700800
0	2204	3.0	1377820800
1	0	3.0	1400457600
1	3968	5.0	1297382400
1	3073	4.0	1400889600
1	7489	5.0	1361577600
1	323	5.0	1384387200
1	6600	3.0	1313107200
1	3533	5.0	1274572800
1	3343	5.0	1371513600
1	4756	3.0	1260576000
1	5015	4.0	1359244800
1	7260	5.0	1278547200
1	7271	4.0	1355788800
1	3048	5.0	1272067200
1	5290	5.0	1377820800
1	5292	5.0	1315872000
1	5294	3.0	1392768000
1	6191	5.0	1370736000
1	7024	5.0	1355443200
1	4913	5.0	1384905600
1	8498	4.0	1400112000
1	819	5.0	1367798400
1	5363	2.0	1301270400
1	2485	5.0	1384905600
1	5178	5.0	1369440000
1	5179	5.0	1361836800
1	8639	4.0	1392422400
2	0	4.0	1381190400
2	193	4.0	1399593600
2	6630	5.0	1394668800
2	2124	5.0	1394323200
2	4430	5.0	1394323200
2	6190	5.0	1389225600
3	0	5.0	1369008000
3	240	5.0	1389398400
3	7664	4.0	1382054400
3	6450	4.0	1393891200
3	7266	5.0	1389398400
3	8178	5.0	1369958400
3	6186	4.0	1378944000
3	5886	3.0	1382054400
4	0	4.0	1369526400
4	2162	4.0	1369526400
4	2004	5.0	1369526400
4	326	3.0	1369526400
4	7224	4.0	1369526400
4	6571	3.0	1369526400
4	5277	4.0	1369526400
5	0	4.0	1378339200
5	3685	4.0	1373068800
5	7625	3.0	1373500800
5	5341	5.0	1373068800
5	7821	4.0	1373068800
6	0	3.0	1382054400
6	897	5.0	1386028800
6	1266	3.0	1386633600
6	323	5.0	1401408000
6	2313	4.0	1387065600
6	3966	5.0	1383177600
7	0	5.0	1372982400
7	3640	5.0	1240704000
7	1738	3.0	1360713600
7	2060	2.0	1369094400
7	6140	4.0	1359158400
7	7324	4.0	1357948800
8	0	5.0	1371168000
8	7632	3.0	1371168000
8	6403	5.0	1381017600
8	5240	4.0	1380412800
8	5754	4.0	1371254400
9	0	1.0	1348012800
9	5521	4.0	1332806400
9	8101	5.0	1389657600
9	236	5.0	1179792000
9	4061	5.0	1363737600
9	5565	4.0	1332979200
9	6045	5.0	1332460800
10	0	5.0	1380672000
10	5504	4.0	1359763200
10	577	4.0	1353715200
10	5713	5.0	1296864000
10	5170	5.0	1298073600
10	4199	3.0	1298073600
10	2408	5.0	1256688000
11	0	5.0	1369526400
11	2321	5.0	1277078400
11	6322	3.0	1384905600
11	4807	5.0	1364342400
11	493	5.0	1317254400
12	0	5.0	1373068800
12	1792	5.0	1381017600
12	1936	5.0	1396569600
12	4690	2.0	1307577600
12	8146	5.0	1373068800
12	723	5.0	1385510400
12	3955	5.0	1329264000
12	7269	5.0	1357344000
12	1654	4.0	1363478400
12	1958	5.0	1366761600
12	5897	4.0	1366761600
12	4847	5.0	1366761600
13	0	5.0	1370649600
13	4896	4.0	1357689600
13	4905	4.0	1370649600
13	858	3.0	1383868800
13	2014	2.0	1354233600
