1	7260	5.0	1278547200
1	8639	4.0	1392422400
3	8178	5.0	1369958400
4	7224	4.0	1369526400
5	7625	3.0	1373500800
7	3640	5.0	1240704000
10	5170	5.0	1298073600
17	6737	5.0	1365379200
18	2563	5.0	1299283200
18	968	4.0	1364515200
22	5016	5.0	1359072000
23	843	5.0	1383609600
24	4400	2.0	1246492800
24	1601	1.0	1253664000
24	5138	5.0	1377820800
24	6516	5.0	1403827200
24	8583	4.0	1386720000
24	6586	4.0	1321488000
24	8443	4.0	1396915200
24	2331	5.0	1258243200
24	4540	5.0	1386201600
25	7195	5.0	1370822400
26	2466	3.0	1400630400
29	842	5.0	1344297600
29	4269	5.0	1344297600
29	142	5.0	1360454400
31	4709	5.0	1344470400
31	4136	5.0	1344470400
35	4550	5.0	1255392000
36	6286	1.0	1367280000
37	7264	4.0	1367280000
38	3	5.0	1404172800
39	1764	4.0	1393200000
39	8613	5.0	1404259200
39	4887	4.0	1391299200
39	2008	5.0	1402185600
40	4402	5.0	1312848000
40	905	3.0	1336089600
40	574	5.0	1302566400
40	5198	2.0	1310342400
41	1344	5.0	1351814400
41	2985	2.0	1359849600
41	7673	5.0	1376006400
41	2316	5.0	1337644800
41	3484	5.0	1358121600
43	6912	4.0	1381190400
43	5824	4.0	1327536000
43	6153	4.0	1299196800
43	5481	5.0	1335398400
43	7215	3.0	1377302400
43	5823	4.0	1328400000
44	3891	5.0	1255478400
46	1950	5.0	1286323200
47	2661	5.0	1299456000
47	1399	3.0	1221091200
47	3388	5.0	1239926400
47	508	5.0	1212537600
47	686	5.0	1291680000
47	575	5.0	1228953600
48	4	3.0	1395014400
51	4	3.0	1394409600
52	6095	5.0	1364860800
53	6429	5.0	1370304000
53	1167	5.0	1397347200
54	1480	5.0	1298678400
54	5017	2.0	1347321600
54	5645	5.0	1300752000
55	8691	5.0	1405641600
55	3596	5.0	1213142400
56	5824	5.0	1329177600
56	6404	5.0	1330819200
56	8519	4.0	1386115200
56	8267	5.0	1370044800
56	5596	5.0	1290556800
56	494	4.0	1297900800
58	522	5.0	1375315200
59	1442	5.0	1299801600
59	5	5.0	1219622400
59	4551	5.0	1343088000
59	5257	5.0	1302480000
60	6	5.0	1351987200
