1	7024	5.0	1355443200
1	4913	5.0	1384905600
1	6600	3.0	1313107200
2	6630	5.0	1394668800
3	7664	4.0	1382054400
3	7266	5.0	1389398400
3	5886	3.0	1382054400
6	897	5.0	1386028800
6	1266	3.0	1386633600
7	2060	2.0	1369094400
8	6403	5.0	1381017600
9	5521	4.0	1332806400
9	8101	5.0	1389657600
9	4061	5.0	1363737600
9	5565	4.0	1332979200
9	6045	5.0	1332460800
10	5713	5.0	1296864000
11	6322	3.0	1384905600
12	8146	5.0	1373068800
12	3955	5.0	1329264000
13	858	3.0	1383868800
13	2014	2.0	1354233600
14	1010	5.0	1181692800
14	1467	3.0	1304380800
15	4353	5.0	1360972800
15	675	5.0	1392249600
15	308	5.0	1292716800
15	4951	5.0	1378166400
15	6879	5.0	1343001600
16	7787	3.0	1386806400
17	1	5.0	1347840000
18	1	5.0	1375488000
18	3154	5.0	1305936000
18	3048	5.0	1381881600
20	8274	5.0	1363046400
20	842	5.0	1398556800
20	4863	1.0	1390867200
21	6633	4.0	1398988800
21	7503	4.0	1398988800
24	6976	1.0	1317686400
24	2433	5.0	1389398400
24	1095	3.0	1240444800
24	4423	3.0	1366243200
24	8076	4.0	1373328000
24	7376	1.0	1332201600
24	2451	5.0	1386201600
24	7766	4.0	1362528000
24	4832	4.0	1264809600
24	8417	4.0	1377561600
24	4641	4.0	1264809600
24	7330	3.0	1360800000
24	2210	5.0	1378598400
24	3432	5.0	1181606400
24	5481	5.0	1403827200
24	6763	5.0	1373328000
24	2412	2.0	1317686400
24	5104	3.0	1360800000
24	3120	5.0	1244592000
24	7029	5.0	1326067200
24	8118	5.0	1370304000
24	7738	5.0	1358985600
24	3707	4.0	1361059200
24	3964	1.0	1236211200
24	1470	5.0	1389398400
24	2367	5.0	1241654400
26	1373	5.0	1373068800
26	5966	5.0	1375488000
27	939	5.0	1369785600
28	1285	5.0	1238112000
28	1498	4.0	1396915200
28	844	5.0	1387670400
29	4144	5.0	1360454400
29	4272	5.0	1344297600
30	4618	5.0	1311811200
31	4240	5.0	1346457600
31	140	5.0	1344470400
31	4668	5.0	1352937600
31	7198	5.0	1344297600
33	2868	2.0	1369353600
33	920	4.0	1369353600
34	18	5.0	1387065600
34	7910	5.0	1382659200
34	8391	5.0	1392854400
34	7448	4.0	1398384000
34	7051	5.0	1382313600
34	573	5.0	1293494400
36	6623	1.0	1367280000
37	5672	2.0	1326844800
37	5918	5.0	1382140800
38	4576	5.0	1380067200
38	3574	5.0	1404172800
38	3880	5.0	1325289600
39	338	5.0	1400976000
39	1466	5.0	1402531200
40	2192	4.0	1336435200
40	2212	1.0	1329955200
40	6358	2.0	1335312000
40	2138	3.0	1287187200
40	7772	4.0	1350864000
41	897	5.0	1336867200
41	3909	5.0	1357257600
41	7625	5.0	1364342400
41	3341	2.0	1367020800
41	593	5.0	1369267200
41	2706	5.0	1329868800
41	4371	5.0	1357084800
41	4768	5.0	1340409600
41	2981	5.0	1359763200
41	5290	5.0	1336176000
41	6058	5.0	1362096000
41	2155	5.0	1343606400
41	2541	5.0	1339372800
41	3053	5.0	1366243200
41	5293	5.0	1328745600
41	2545	4.0	1339286400
41	3058	5.0	1358467200
41	5618	5.0	1358812800
41	8050	5.0	1369180800
41	6772	4.0	1357430400
41	2681	5.0	1359072000
41	4602	5.0	1339804800
41	2300	5.0	1357776000
41	4476	5.0	1353110400
41	6141	5.0	1368835200
41	5950	4.0	1363392000
41	1983	5.0	1339891200
42	1379	5.0	1164153600
42	7143	5.0	1323907200
42	1177	5.0	1167177600
42	2623	3.0	1220227200
43	6224	4.0	1338249600
43	5953	3.0	1298678400
43	6340	4.0	1300838400
43	310	4.0	1336435200
43	473	4.0	1368316800
43	5611	2.0	1338336000
43	5693	4.0	1296000000
43	911	5.0	1341878400
44	1087	4.0	1234137600
45	3101	5.0	1378512000
47	1505	4.0	1203811200
47	578	4.0	1233100800
47	674	4.0	1291680000
47	2821	5.0	1295827200
47	677	5.0	1292976000
47	1958	5.0	1299542400
47	3590	5.0	1271548800
47	1895	3.0	1234224000
47	1482	5.0	1252886400
47	6252	5.0	1334880000
47	2128	3.0	1302048000
47	1907	5.0	1288656000
47	1493	5.0	1224460800
47	2741	5.0	1222128000
47	1398	4.0	1214352000
47	3223	5.0	1309392000
47	1340	5.0	1267056000
47	2588	5.0	1292976000
47	2622	1.0	1272326400
47	3199	5.0	1240012800
48	4324	5.0	1391385600
49	3927	5.0	1363132800
51	7860	4.0	1394409600
51	1784	1.0	1394409600
52	5757	5.0	1356480000
52	5022	5.0	1356480000
53	5781	5.0	1350604800
53	4470	5.0	1350864000
53	2317	2.0	1224115200
54	3410	5.0	1354492800
54	2981	5.0	1361145600
54	5733	3.0	1295395200
55	162	4.0	1171152000
55	5172	5.0	1392681600
55	5	5.0	1075593600
55	469	5.0	1292889600
55	4026	5.0	1353715200
55	3599	3.0	1215302400
55	2735	4.0	1210550400
56	7618	5.0	1376524800
56	8547	5.0	1385683200
56	8484	5.0	1388361600
56	5830	5.0	1334620800
56	711	5.0	1342915200
56	3146	4.0	1329696000
56	5067	5.0	1317168000
56	7948	5.0	1385769600
56	6447	5.0	1311638400
56	1009	5.0	1284249600
56	980	5.0	1289433600
56	532	5.0	1378339200
56	3159	5.0	1301097600
56	7608	5.0	1355702400
56	3166	5.0	1268265600
56	8127	5.0	1399334400
57	4509	5.0	1385942400
58	8293	5.0	1372723200
58	4423	4.0	1367280000
58	7116	5.0	1395187200
58	8207	1.0	1399939200
59	8513	5.0	1386806400
59	3713	5.0	1299801600
59	4100	5.0	1299801600
59	2438	5.0	1256083200
59	6088	5.0	1347062400
59	6288	5.0	1337644800
59	4437	5.0	1358812800
59	6805	5.0	1348012800
59	7575	2.0	1403222400
59	4023	5.0	1396224000
59	4186	5.0	1396224000
59	6586	5.0	1320192000
59	2876	5.0	1299456000
59	701	5.0	1301097600
59	3071	5.0	1396224000
60	6512	5.0	1336694400
60	7380	4.0	1337212800
60	8213	3.0	1368662400
60	8214	4.0	1359849600
60	3497	5.0	1340496000
60	1467	5.0	1175731200
61	4322	5.0	1346284800
61	473	5.0	1324771200
62	6975	4.0	1388707200
63	4552	5.0	1361923200
63	7309	2.0	1366329600
65	151	2.0	1324598400
65	3656	5.0	1295136000
66	3654	4.0	1324252800
67	8144	5.0	1365120000
67	8545	4.0	1387411200
67	3187	5.0	1204070400
67	8661	1.0	1403740800
67	6569	5.0	1320710400
67	2588	5.0	1357689600
68	7	4.0	1263340800
69	7298	2.0	1361750400
69	7299	4.0	1404259200
69	8325	5.0	1372896000
69	7	5.0	1379721600
69	5354	4.0	1291593600
69	8122	5.0	1362009600
69	8475	4.0	1383782400
70	2530	4.0	1217548800
70	7123	1.0	1354060800
70	5062	3.0	1268956800
70	7	5.0	1211587200
70	6520	4.0	1317340800
70	8504	5.0	1375920000
72	3856	5.0	1243814400
72	7	5.0	1372118400
72	2570	5.0	1220832000
72	586	4.0	1240963200
72	2783	5.0	1261008000
75	835	5.0	1365552000
75	2378	4.0	1368316800
75	7151	1.0	1368316800
77	4801	5.0	1392163200
77	6209	4.0	1386028800
77	8513	5.0	1405123200
77	3460	5.0	1402272000
77	1797	5.0	1399852800
77	8	5.0	1399075200
77	1546	5.0	1392595200
77	8554	5.0	1400025600
77	6669	5.0	1394582400
77	4754	5.0	1386028800
77	947	5.0	1391212800
77	8627	5.0	1403049600
77	1719	5.0	1404777600
77	2905	5.0	1393891200
77	218	4.0	1402963200
77	1245	5.0	1399248000
77	4894	5.0	1392076800
77	5278	5.0	1387843200
77	5662	4.0	1401840000
77	4895	5.0	1393891200
77	991	5.0	1389312000
77	7391	5.0	1366675200
78	6320	5.0	1308787200
78	3267	5.0	1298332800
78	4628	5.0	1331510400
78	6340	3.0	1300838400
78	517	5.0	1296864000
78	1334	5.0	1187481600
78	7272	5.0	1334448000
78	664	5.0	1182643200
78	670	5.0	1289692800
79	3709	4.0	1328227200
81	8	5.0	1373587200
82	3903	4.0	1318032000
83	4095	4.0	1339113600
84	2563	5.0	1395619200
85	726	3.0	1374969600
85	840	5.0	1295308800
86	9	5.0	1395360000
89	1333	1.0	1207958400
89	3190	5.0	1242172800
89	4535	5.0	1184889600
90	6335	5.0	1377129600
91	7559	5.0	1392854400
91	6378	5.0	1361836800
91	10	5.0	1361836800
92	1474	4.0	1318896000
92	11	3.0	1320364800
93	6304	2.0	1365724800
93	4549	4.0	1370908800
